Name,URL,Duration,UpdateInterval,StartOn,EndBy,Cache
Exhibit01,https://cmsv2-assets.apptegy.net/uploads/5739/file/1691283/px1920_33feba2c-fde9-487d-ab53-38f516e00d97.jpeg,0:00:10,1:00:00,1/1/18 0:00,12/31/30 23:59,yes
